strategy_id,strategy,detailed_description,universe,asset_class,status,selection_mode,params,sharpe_is,sharpe_oos,sharpe,maxdd_is,maxdd_oos,maxdd,cagr_is,cagr_oos,cagr,trades_is,trades_oos,sharpe_oos_cost_stress_2x,psa_status,psa_stable_cells,psa_grid_cells,robustness_guardrails,robustness_confidence,run_id,note
XS-04,Short-term reversal CS,Short-term reversal CS: Long worst 5d return decile,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},0.7095,0.7095,0.7095,-0.8121,-0.8121,-0.8121,0.2243,0.2243,0.2243,2349,2349,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,25.0,catalog_xs_04,CS PSA too expensive; runner full-sample fallback
XS-05,Price-path convexity,Price-path convexity: Rank low convexity (path shape),Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},1.0134,1.0134,1.0134,-0.8314,-0.8314,-0.8314,0.5172,0.5172,0.5172,2335,2335,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,25.0,catalog_xs_05,CS PSA too expensive; runner full-sample fallback
XS-06,Network momentum CS,Network momentum CS: Signal = weighted sum neighbor momenta,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},0.3327,0.3327,0.3327,-0.9222,-0.9222,-0.9222,-0.1149,-0.1149,-0.1149,2334,2334,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,20.0,catalog_xs_06,CS PSA too expensive; runner full-sample fallback
XS-07,Dollar volume filter,Dollar volume filter: Trade XS-01 only on top 50 liquidity names,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},0.7252,0.7252,0.7252,-0.9943,-0.9943,-0.9943,0.1068,0.1068,0.1068,2334,2334,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,25.0,catalog_xs_07,CS PSA too expensive; runner full-sample fallback
XS-08,Funding carry rank,Funding carry rank: Long most negative funding; short positive,Binance perps,cross-section,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_xs_08,funding cross-section join not in sweep v1
XS-09,Beta-neutral momentum,Beta-neutral momentum: Long top mom; short BTC beta hedge,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},0.0023,0.0023,0.0023,-0.9567,-0.9567,-0.9567,-0.3456,-0.3456,-0.3456,2399,2399,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,20.0,catalog_xs_09,CS PSA too expensive; runner full-sample fallback
XS-10,Target = demeaned return,Target = demeaned return: Predict cross-sectional rank next week,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},-0.4029,-0.4029,-0.4029,-0.9799,-0.9799,-0.9799,-0.4179,-0.4179,-0.4179,2353,2353,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,15.0,catalog_xs_10,CS PSA too expensive; runner full-sample fallback
CG-19,Funding CS mom,Funding-weighted CS momentum: XS-01 excluding top funding decile longs,Binance perps,cross-section,RUNNER_ONLY,catalog_runner_full_sample,{},0.3327,0.3327,0.3327,-0.9222,-0.9222,-0.9222,-0.1149,-0.1149,-0.1149,2334,2334,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,20.0,catalog_cg_19,CS PSA too expensive; runner full-sample fallback
CG-01,Funding carry,Funding rate carry: Long perp when 8h funding < −X; exit when > 0,BTCUSDT,crypto,OK,psa_stable_plateau,"{""fund_thr"": -3e-05}",0.4077,-0.938,-0.938,-0.3676,-0.1668,-0.1668,0.064,-0.1097,-0.1097,128,33,-1.3358,STABLE,5,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 5/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",60.0,catalog_cg_01,
CG-02,Funding extreme fade,Funding extreme fade: Fade crowded funding (top decile),BTCUSDT,crypto,NO_TRADES,baseline_fallback,"{""hi_quantile"": 0.9, ""quantile_window"": 90}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,NO_STABLE,0,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),20.0,catalog_cg_02,baseline fallback
CG-03,OI expansion breakout,OI expansion breakout: Long when price up + OI up (new money),BTCUSDT,crypto,OK,psa_stable_plateau,"{""oi_diff"": 14, ""price_window"": 5}",0.9507,-1.4378,-1.4378,-0.6749,-0.3863,-0.3863,0.3747,-0.2829,-0.2829,108,20,-1.5657,STABLE,4,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 4/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",43.0,catalog_cg_03,
CG-04,OI divergence fade,OI divergence fade: Price new high but OI falling → fade,BTCUSDT,crypto,NO_TRADES,baseline_fallback,"{""oi_diff"": 5, ""price_window"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),20.0,catalog_cg_04,baseline fallback
CG-05,Liquidation cascade fade,Liquidation cascade fade: Long after long_liq > 95th pctile (capitulation),BTCUSDT,crypto,OK,psa_stable_plateau,"{""exit_window"": 30, ""spike_q"": 0.95, ""spike_window"": 90}",0.8015,-0.116,-0.116,-0.3392,-0.1469,-0.1469,0.17,-0.0258,-0.0258,68,14,-0.2557,STABLE,3,4,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 3/4 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",48.0,catalog_cg_05,
CG-06,Short squeeze setup,Short squeeze setup: Negative funding + rising price + short liqs,BTCUSDT,crypto,OK,psa_stable_plateau,"{""fund_thr"": 0.0, ""price_window"": 7}",0.8669,-1.0718,-1.0718,-0.1191,-0.0786,-0.0786,0.1007,-0.0588,-0.0588,50,17,-1.4814,STABLE,5,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 5/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",51.0,catalog_cg_06,
CG-07,Taker buy imbalance,Taker buy imbalance: Long when taker_buy/(buy+sell) > 0.55,BTCUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""entry_ratio"": 0.52, ""exit_ratio"": 0.5}",0.685,-0.6166,-0.6166,-0.2641,-0.1234,-0.1234,0.1254,-0.059,-0.059,80,15,-0.8374,NO_STABLE,1,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,31.0,catalog_cg_07,soft-selected; stable<3
CG-08,Orderbook imbalance,Orderbook bid/ask imbalance: Signal = (bids−asks)/(bids+asks),BTCUSDT,crypto,OK,psa_stable_plateau,"{""entry_imb"": 0.05, ""exit_imb"": 0.0}",0.6607,0.0141,0.0141,-0.2041,-0.234,-0.234,0.0827,-0.0208,-0.0208,62,67,-0.4193,STABLE,4,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 4/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",65.0,catalog_cg_08,
CG-09,Whale gate + trend,Whale index gate: Only take trend signals when whale_index low,BTCUSDT,crypto,OK,psa_stable_plateau,"{""mom_window"": 40}",1.2926,-0.0563,-0.0563,-0.5892,-0.3617,-0.3617,0.6236,-0.0469,-0.0469,50,20,-0.1616,STABLE,4,6,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 4/6 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",42.7,catalog_cg_09,
CG-12,ETF flow momentum,ETF flow momentum: Long BTC when 5d sum `flow_usd` > 0,BTCUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""flow_window"": 10}",0.9106,-0.1949,-0.1949,-0.2155,-0.2011,-0.2011,0.1706,-0.0666,-0.0666,8,8,-0.2449,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,28.0,catalog_cg_12,soft-selected; stable<3
CG-13,ETF flow divergence,ETF flow divergence: Price down + ETF inflows = accumulation,BTCUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""flow_window"": 10, ""price_window"": 5}",0.8766,0.1069,0.1069,-0.2568,-0.1742,-0.1742,0.1586,0.0013,0.0013,7,7,0.0582,NO_STABLE,0,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,51.0,catalog_cg_13,soft-selected; stable<3
CG-15,Exchange balance drain,Exchange balance drain: Bullish when exchange balance 30d Δ negative,BTCUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""diff_window"": 45}",0.6101,0.1909,0.1909,-0.2365,-0.4956,-0.4956,0.1063,-0.0034,-0.0034,5,2,0.1838,NO_STABLE,1,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,58.0,catalog_cg_15,soft-selected; stable<3
CG-16,Puell multiple bottom,Puell multiple bottom: Long when puell < 0.5; exit > 1.0,BTCUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""entry_thr"": 0.6, ""exit_thr"": 1.0}",0.6286,0.0,0.0,-0.504,0.0,0.0,0.1605,0.0,0.0,6,0,0.0,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,35.0,catalog_cg_16,soft-selected; stable<2
CG-17,Basis carry,Basis carry: Long spot/short perp when `close_basis` > X,BTCUSDT,crypto,OK,psa_stable_plateau,"{""median_window"": 20}",0.8942,-0.0166,-0.0166,-0.6537,-0.4956,-0.4956,0.3544,-0.1026,-0.1026,78,3,-0.0259,STABLE,3,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 3/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",39.0,catalog_cg_17,
CG-20,Funding extreme MR,Liquidation + funding double extreme: Require both liq spike AND funding extreme,BTCUSDT,crypto,NO_TRADES,baseline_fallback,"{""quantile_window"": 90}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,NO_STABLE,0,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),20.0,catalog_cg_20,baseline fallback
CG-10,Global long/short account fade,Global long/short account fade: Fade extreme `global_account_long_short_ratio`,BTCUSDT,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_cg_10,global L/S ratio file
CG-11,Net position change momentum,Net position change momentum: Follow `net_long_change` sign,BTCUSDT,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_cg_11,net position v2 file
CG-14,ETF premium discount,ETF premium discount: Fade extreme discount (capitulation buy),BTCUSDT,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_cg_14,0 baseline trades; runner full-sample fallback
CG-18,Multi-factor BTC bottoming,Multi-factor BTC bottoming: Score: LTH loss cooling + ETF flow improving + funding neutral,BTCUSDT,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_cg_18,0 baseline trades; runner full-sample fallback
ON-02,NUPL regime,NUPL regime: Long in capitulation (NUPL < 0.25); reduce > 0.75,BTC,crypto,OK,baseline_fallback,"{""entry_thr"": 0.25, ""exit_thr"": 0.75}",1.0686,-0.0303,-0.0303,-0.7667,-0.4956,-0.4956,0.6102,-0.1081,-0.1081,1,0,-0.0303,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),5.0,catalog_on_02,baseline fallback
ON-04,MVRV < 1 value,MVRV < 1 deep value: Accumulate when MVRV < 1; trim > 3,BTC,crypto,OK,baseline_fallback,"{""entry_thr"": 1.0, ""exit_thr"": 3.0}",1.516,-0.0303,-0.0303,-0.3543,-0.4956,-0.4956,0.7546,-0.1081,-0.1081,2,0,-0.0303,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),0.0,catalog_on_04,baseline fallback
ON-06,SOPR capitulation,SOPR capitulation: Long when SOPR < 1 persists 7d (if available),BTC,crypto,OK,psa_stable_plateau,"{""streak_min"": 6, ""streak_window"": 7}",0.8515,-0.3827,-0.3827,-0.4127,-0.3007,-0.3007,0.2378,-0.1111,-0.1111,23,3,-0.4003,STABLE,3,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 3/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",34.0,catalog_on_06,
ON-09,Accumulation proxy,Accumulation trend score proxy: Long when small+large wallet balance metrics rise,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""diff_window"": 45}",0.8388,-0.2743,-0.2743,-0.6622,-0.4179,-0.4179,0.3246,-0.1332,-0.1332,330,86,-0.6436,NO_STABLE,2,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,35.0,catalog_on_09,soft-selected; stable<3
ON-01,MVRV Z-score,MVRV Z-score: Long when `CapMVRVZ` < −1; exit > 2,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_on_01,0 baseline trades; runner full-sample fallback
ON-03,Realized price support,Realized price support: Long when price < `CapRealUSD` × 1.05,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.8134,0.8134,0.8134,-0.7667,-0.7667,-0.7667,0.3598,0.3598,0.3598,1,1,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,20.0,catalog_on_03,rare event; runner full-sample fallback
ON-05,NVT high fade,NVT high fade: Reduce exposure when NVTAdj > 90d 90th pctile,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_on_05,NVTAdj not in btc metrics file
ON-07,STH cost basis reclaim,STH cost basis reclaim: Long breakout when price crosses above STH cost proxy,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_on_07,rare cross; runner full-sample fallback
ON-08,LTH supply expansion,LTH supply expansion: Bearish when `SplyLTH` rising fast + price down,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_on_08,SplyLTH not in btc metrics
ON-10,Realized loss exhaustion,Realized loss exhaustion: Long when realized loss metric peaks then −30%,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_on_10,realized loss metric not mapped
NA-01,Active address momentum,Active address momentum: Long when `AdrActCnt` 30d ROC > 0,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""roc_window"": 45}",0.8388,-0.2743,-0.2743,-0.6622,-0.4179,-0.4179,0.3246,-0.1332,-0.1332,330,86,-0.6436,NO_STABLE,2,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,35.0,catalog_na_01,soft-selected; stable<3
NA-02,Tx count breakout,Tx count breakout: Long when `TxCnt` > 90d MA,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""ma_window"": 75}",0.6409,-0.0106,-0.0106,-0.6922,-0.2935,-0.2935,0.2007,-0.0421,-0.0421,275,66,-0.3346,NO_STABLE,1,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,40.0,catalog_na_02,soft-selected; stable<3
NA-03,Transfer value surge,Transfer value surge: Risk-off when `TxTfrValAdjUSD` spikes + price down,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_na_03,TxTfrValAdjUSD not verified
NA-04,Fee spike fade,Fee spike fade: MR after `FeeMeanUSD` > 95th pctile (stress),BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_na_04,FeeMeanUSD not in btc metrics
NA-05,New address growth,New address growth: Long altcoins with `AdrNewCnt` / price divergence,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},-0.0684,-0.0684,-0.0684,-0.7448,-0.7448,-0.7448,-0.1253,-0.1253,-0.1253,321,321,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,15.0,catalog_na_05,skip PSA v1; runner full-sample fallback
EF-01,Exchange net outflow,Exchange net outflow: Long when net flow negative 7d,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""diff_window"": 10}",0.8996,0.1275,0.1275,-0.2274,-0.4558,-0.4558,0.1654,-0.0337,-0.0337,19,13,0.0838,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,51.0,catalog_ef_01,soft-selected; stable<3
EF-03,ETF + exchange combo,ETF vs exchange flow combo: Risk-on when ETF in + exchange out,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""bal_window"": 7, ""etf_window"": 3}",0.8774,-0.157,-0.157,-0.1787,-0.4292,-0.4292,0.1452,-0.112,-0.112,16,18,-0.2263,NO_STABLE,1,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,31.0,catalog_ef_03,soft-selected; stable<3
EF-02,Miner to exchange,Miner to exchange: Bearish when miner outflows spike,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_ef_02,miner flows not mapped
EF-04,Stablecoin flow ⚠️,Stablecoin flow ⚠️: Risk-on when stablecoin exchange inflows,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_ef_04,stablecoin flow upload required
DV-01,Funding trend,Funding rate trend: Follow 30d cumulative funding sign,BTC,crypto,OK,psa_stable_plateau,"{""cum_window"": 21}",1.0257,-0.182,-0.182,-0.7847,-0.4956,-0.4956,0.5231,-0.1646,-0.1646,10,1,-0.1851,STABLE,3,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 3/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",34.0,catalog_dv_01,
DV-02,OI / market cap ratio,OI / market cap ratio: Fade high OI/MCAP at extremes,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_dv_02,OI/MCAP talos join
DV-03,Options OI put/call,Options OI put/call: Risk-off when put OI > call OI by X%,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_dv_03,options OI put/call talos
DV-04,Vol term structure,Vol term structure: Long gamma proxy when short vol < long vol,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_dv_04,vol term structure talos columns
DV-05,Perp vs spot volume,Perp vs spot volume: Leverage excess when perp/spot vol ratio high,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_dv_05,perp/spot volume ratio
GF-01,Deep value accumulator,Deep value accumulator: Valuation + flows,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_gf_01,0 baseline trades; runner full-sample fallback
GF-02,Bear late-stage ETF,Bear market late-stage: LTH loss + ETF,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""smooth_window"": 30}",0.637,-0.7234,-0.7234,-0.1826,-0.3276,-0.3276,0.0846,-0.2017,-0.2017,37,47,-0.9727,NO_STABLE,2,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,35.0,catalog_gf_02,soft-selected; stable<3
